,song_name,song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence,song_sales
14524,Nuestro Planeta (feat. Reykon),202754,0.0927,0.871,0.55,0.000742,0,0.0788,-6.113,0,0.0613,96.018,4,0.4479999999999999,31304.32
14525,El Ratico,166106,0.115,0.6509999999999999,0.672,0.0,11,0.0867,-7.332000000000001,0,0.0495,88.946,4,0.747,29347.8
14526,No Te Equivoques,214828,0.0662,0.8390000000000001,0.81,0.0,5,0.147,-3.565,1,0.103,95.01,4,0.932,27391.28
14527,Salsa & Choke,248400,0.261,0.687,0.951,0.0,9,0.08,-4.391,0,0.0528,93.996,4,0.91,25434.76
14528,To My Love - Tainy Remix,251773,0.129,0.764,0.59,0.00847,7,0.0851,-4.292,1,0.0395,99.996,4,0.281,39130.4
14529,Tirano (feat. Fuego),204289,0.0965,0.421,0.546,0.0,6,0.0998,-9.424,1,0.1119999999999999,101.25,5,0.6809999999999999,25923.89
14530,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",207454,0.301,0.7020000000000001,0.659,0.00201,4,0.218,-6.766,0,0.13,79.64,4,0.843,35217.36
14531,La rebelion,376013,0.142,0.5710000000000001,0.755,2.55e-05,1,0.136,-7.907,1,0.0735,107.951,4,0.875,33260.84
14532,Cali Pachanguero,309920,0.69,0.654,0.72,0.0,8,0.2,-7.731,1,0.0395,99.911,4,0.6779999999999999,29347.8
14533,El Preso,294000,0.159,0.622,0.78,0.00431,5,0.134,-4.687,0,0.038,106.16,4,0.818,24456.5
14534,"Oiga, Mire, Vea - Salsa",323683,0.444,0.7390000000000001,0.809,2.66e-06,10,0.0856,-5.134,0,0.0416,89.734,4,0.866,27880.41
14535,Asesina,187213,0.614,0.845,0.6629999999999999,0.0,10,0.114,-5.233,0,0.27,94.215,4,0.508,44021.7
14536,Bipolar,219880,0.324,0.8,0.693,0.0,1,0.123,-5.72,1,0.0499,152.08100000000002,4,0.424,39130.4
14537,Mi Cama,151400,0.222,0.826,0.815,6.96e-05,9,0.0964,-4.773,1,0.0875,163.07299999999998,4,0.68,39619.53
14538,No Pasa de Moda,211912,0.411,0.684,0.7809999999999999,1.91e-05,8,0.0893,-5.403,1,0.0513,172.02200000000002,4,0.8320000000000001,26413.02
14539,Me Voy - Live,265506,0.174,0.457,0.949,0.0,4,0.911,-6.227,0,0.0736,130.672,4,0.758,20054.329999999998
14540,Ridin' Round,198500,0.245,0.883,0.58,0.00015,1,0.0731,-7.287000000000001,1,0.0644,119.994,4,0.096,24945.63
14541,Dead To Me,199505,0.432,0.675,0.7609999999999999,0.0,4,0.102,-4.468999999999999,0,0.0466,119.001,4,0.428,32771.71
14542,La Vida Es Un Carnaval,278866,0.49,0.81,0.703,0.000607,0,0.295,-6.436,0,0.0753,104.051,4,0.8690000000000001,32771.71
14543,Cumbia de los Aburridos,246600,0.365,0.813,0.8690000000000001,0.0,7,0.23,-6.211,1,0.133,92.999,4,0.9,22010.85
14544,Todos Me Miran,205880,0.0131,0.6759999999999999,0.879,0.0,3,0.0596,-4.437,0,0.143,125.05,4,0.7759999999999999,30326.06
14545,MySpace (feat. Wisin & Yandel),221179,0.0698,0.841,0.799,5.72e-06,10,0.0889,-7.232,1,0.1889999999999999,87.98899999999999,4,0.74,24945.63
14546,Felina,216440,0.0289,0.8540000000000001,0.918,0.0137,6,0.0846,-6.5520000000000005,1,0.0733,93.019,4,0.735,22010.85
14547,Pasarela,227466,0.0909,0.805,0.8140000000000001,6.47e-06,7,0.188,-6.102,1,0.0642,95.016,4,0.509,34239.1
14548,Hora Loca,215421,0.0507,0.65,0.8009999999999999,0.0,7,0.0645,-5.407,0,0.0723,166.16,4,0.74,31793.45
14549,Havana - Remix,199095,0.3979999999999999,0.7509999999999999,0.579,2.28e-05,2,0.133,-4.0360000000000005,1,0.0321,105.031,4,0.349,37663.01
14550,Mi Tierra,278333,0.151,0.77,0.6679999999999999,0.0,1,0.0838,-6.942,0,0.0399,99.16,4,0.94,24945.63
14551,La Vida Es Un Carnaval,275253,0.439,0.82,0.7170000000000001,0.00107,8,0.236,-6.191,1,0.0722,104.005,4,0.843,11739.119999999999
14552,Que Bueno Baila Usted,194720,0.841,0.491,0.6829999999999999,0.0172,5,0.41,-7.579,1,0.125,174.44400000000002,4,0.5539999999999999,22989.11
14553,Represent,221440,0.0661,0.831,0.604,0.000433,11,0.136,-6.507000000000001,0,0.0619,98.982,4,0.607,21521.72
14554,Nuestro Dia Ya Viene Llegando,352480,0.58,0.352,0.919,1.7899999999999998e-05,9,0.7070000000000001,-6.499,0,0.0548,173.861,4,0.5529999999999999,15652.16
14555,La Gozadera,203160,0.166,0.616,0.989,0.0,9,0.172,-1.6980000000000002,0,0.0483,95.036,4,0.902,37663.01
14556,Bajito,213479,0.0177,0.644,0.619,0.0,8,0.0969999999999999,-6.38,1,0.284,176.243,4,0.745,29347.8
14557,Una Palabra,150333,0.895,0.557,0.0723,0.0,6,0.127,-15.012,1,0.108,82.446,4,0.289,22499.98
14558,Pa Que Me Invitan - Spanglish Version,234613,0.0344,0.8,0.757,0.0,6,0.0869,-5.118,0,0.092,100.005,4,0.8420000000000001,25923.89
14559,Bailando - Spanish Version,243413,0.0426,0.723,0.777,3.68e-06,7,0.0451,-3.503,1,0.108,91.017,4,0.961,34728.23
14560,Dos Gardenias,182973,0.826,0.547,0.2,3.84e-05,4,0.135,-16.734,0,0.0392,91.768,4,0.551,1956.52
14561,Por Algo Será,204560,0.5539999999999999,0.511,0.737,0.0,1,0.128,-4.441,0,0.1119999999999999,171.908,4,0.607,30815.19
14562,Dure Dure,219840,0.083,0.65,0.836,0.0,9,0.0982,-3.3,0,0.214,180.1,4,0.659,28858.67
14563,Medias Negras,328853,0.402,0.716,0.732,9.12e-05,10,0.166,-6.232,1,0.033,92.897,4,0.914,19076.07
14564,Bandera Blanca,313760,0.347,0.456,0.755,0.0,5,0.605,-5.642,1,0.0608,143.489,4,0.312,12717.38
14565,Yo Aprendi,192960,0.524,0.848,0.563,2.38e-06,6,0.0957,-5.603,0,0.332,91.002,4,0.883,21032.59
14566,El Negro Esta Cocinando,328253,0.111,0.632,0.963,7.049999999999999e-05,0,0.373,-4.467,1,0.0701,108.088,4,0.906,19076.07
14567,Rhythm Is Gonna Get You,234973,0.236,0.779,0.759,0.046,4,0.132,-12.799,0,0.0387,124.983,4,0.838,22010.85
14568,Yo Viviré - I Will Survive,271226,0.34,0.519,0.8170000000000001,0.0,2,0.107,-3.834,0,0.0537,119.187,4,0.556,20054.329999999998
14569,Guantanamera,199316,0.833,0.7440000000000001,0.601,0.0242,10,0.131,-5.2410000000000005,1,0.0349,143.542,4,0.905,28369.54
14570,Qué Pasa Loco,378013,0.252,0.789,0.727,1.04e-05,0,0.0676,-9.011,1,0.0578,87.73899999999999,4,0.961,21521.72
14571,Un Montón De Estrellas,364573,0.1369999999999999,0.469,0.528,0.0,10,0.0884,-10.359000000000002,1,0.0412,95.991,4,0.637,29347.8
14572,Quimbara,291946,0.741,0.6,0.633,0.0736,4,0.0478,-7.507000000000001,0,0.0667,120.627,4,0.966,28369.54
14573,La Chiflera,438480,0.138,0.457,0.828,1.42e-05,7,0.145,-2.607,1,0.316,175.345,4,0.7829999999999999,19076.07
14574,Mi Gente,189440,0.0179,0.774,0.687,1.17e-05,11,0.128,-4.8180000000000005,0,0.0584,104.959,4,0.308,37663.01
14575,Yo También,306453,0.396,0.645,0.7859999999999999,0.0,4,0.111,-4.248,0,0.0566,91.459,4,0.738,35217.36
14576,Te Duele,200000,0.123,0.711,0.9,0.00011,0,0.223,-4.942,1,0.0582,99.981,4,0.3939999999999999,33260.84
14577,What a Bam Bam,188973,0.178,0.812,0.7490000000000001,0.0,0,0.0769,-3.554,1,0.04,104.047,4,0.502,23967.37
14578,Dutty Wine,153573,0.0665,0.555,0.725,0.0,1,0.0926,-6.648,0,0.075,98.976,4,0.5479999999999999,16630.42
14579,Lloraras,221007,0.5820000000000001,0.708,0.7090000000000001,0.000516,9,0.0717,-7.555,1,0.0472,96.046,4,0.962,33749.97
14580,Cucala,229373,0.3279999999999999,0.675,0.746,0.0067599999999999,7,0.298,-4.97,1,0.0359,100.762,4,0.967,16630.42
14581,Light It Up,198718,0.0198,0.3379999999999999,0.963,0.0045899999999999,0,0.1939999999999999,-2.582,1,0.162,179.6,4,0.621,24456.5
14582,Ese Hombre,280600,0.727,0.562,0.8079999999999999,0.000922,9,0.0644,-5.886,0,0.0881,86.321,4,0.597,19565.2
14583,Yo No Se Manana,259853,0.649,0.653,0.8270000000000001,0.0,4,0.18,-3.2060000000000004,0,0.042,95.223,4,0.733,34728.23
14584,Ayy,362173,0.0819,0.871,0.823,2.29e-06,1,0.26,-5.865,1,0.226,130.004,4,0.7390000000000001,14184.77
14585,Tip Pon It,221612,0.00446,0.6890000000000001,0.892,0.00932,4,0.435,-3.95,0,0.246,110.09,4,0.77,24456.5
14586,Puro Teatro,177160,0.528,0.45,0.386,0.0,1,0.181,-10.658,0,0.031,108.463,4,0.589,16630.42
14587,"Frío, Frío - En Vivo Estadio Olímpico De República Dominicana/2012",218996,0.721,0.5820000000000001,0.743,1e-06,11,0.217,-2.26,1,0.0311,125.323,4,0.75,30326.06
14588,Uh la La,230480,0.00835,0.762,0.868,0.146,1,0.0937,-6.046,1,0.0468,130.048,4,0.412,14184.77
14589,El Tabaco,199920,0.674,0.569,0.682,0.000513,10,0.1159999999999999,-8.831,0,0.0457,142.85399999999998,4,0.975,12228.25
14590,Llevo La Vainita,160636,0.141,0.8320000000000001,0.927,0.0,1,0.385,-4.53,1,0.3379999999999999,139.957,4,0.78,19565.2
14591,Prendi (feat. Lirico En La Casa),183533,0.596,0.847,0.92,0.0311,6,0.152,-1.713,0,0.0689,117.99,4,0.7929999999999999,20543.46
14592,X,173627,0.0364,0.595,0.773,0.00108,9,0.3339999999999999,-4.736000000000001,0,0.0549,180.07299999999998,4,0.711,43043.44
14593,Quiero Saber,166253,0.00245,0.695,0.818,3.36e-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599,25434.76
14594,Virgen,271726,0.725,0.66,0.748,0.00065,8,0.127,-4.855,1,0.044,90.963,4,0.75,29347.8
14595,Aquel Lugar,233325,0.36,0.747,0.619,0.0,7,0.132,-4.706,1,0.036,92.124,4,0.652,30815.19
14596,Me Tengo Que Ir,280189,0.258,0.451,0.785,0.0,2,0.12,-4.7010000000000005,0,0.0362,96.831,4,0.846,30815.19
14597,Amores Como el Nuestro,301573,0.5489999999999999,0.679,0.62,0.0189,0,0.0774,-10.943,1,0.0469,179.505,4,0.619,30326.06
14598,No Morirá - No Matter What,270653,0.221,0.594,0.916,3.6000000000000003e-06,9,0.107,-4.703,1,0.0784,166.47099999999998,4,0.964,26413.02
14599,Que Me Des Tu Cariño,208333,0.7929999999999999,0.792,0.546,0.0,0,0.163,-5.172000000000001,1,0.0294,129.814,4,0.866,21032.59
14600,Video Clip,251872,0.32,0.7340000000000001,0.779,0.0,8,0.0474,-8.117,0,0.0411,141.96,4,0.8109999999999999,21032.59
14601,La Dueña del Swing,259013,0.505,0.746,0.915,4.02e-05,7,0.161,-6.626,0,0.0675,154.985,4,0.812,31793.45
14602,25 Horas,247595,0.161,0.7240000000000001,0.954,0.000637,4,0.0516,-5.027,1,0.0493,125.043,4,0.952,24945.63
14603,Otra Noche (Another Night),330800,0.0634,0.723,0.741,0.00155,7,0.0498,-11.692,1,0.0334,126.042,4,0.531,22499.98
14604,Amor Narcótico,316960,0.473,0.7040000000000001,0.687,0.0,8,0.0784,-10.302,1,0.133,111.932,4,0.645,29347.8
14605,Procura,271031,0.2789999999999999,0.805,0.757,0.000839,8,0.1009999999999999,-7.46,1,0.0355,102.14,4,0.973,34239.1
14606,Es Mentiroso,242973,0.3989999999999999,0.847,0.8140000000000001,1.23e-05,7,0.0661,-4.431,0,0.0537,144.28,4,0.895,21521.72
14607,Persiana Americana,290786,0.149,0.5820000000000001,0.915,0.0138,4,0.207,-6.2170000000000005,0,0.0418,101.061,4,0.485,22499.98
14608,Adoro,211226,0.0538,0.524,0.965,5.17e-05,4,0.975,-4.287,0,0.0426,80.818,4,0.912,15652.16
14609,La Puerta Negra,203586,0.317,0.6920000000000001,0.5379999999999999,2.36e-06,4,0.295,-8.883,1,0.0324,108.011,4,0.969,31793.45
14610,La Mesa Del Rincon,203733,0.288,0.804,0.528,0.0008869999999999,5,0.248,-10.678,0,0.0436,113.587,4,0.964,28858.67
14611,Papi Chulo,175856,0.0809,0.893,0.851,0.00143,1,0.0246,-6.42,1,0.1119999999999999,110.005,4,0.8370000000000001,26413.02
14612,El Gato Volador,113867,0.0529,0.958,0.807,0.000654,6,0.924,-8.793,1,0.241,109.239,4,0.87,26413.02
14613,Quiero una Chica,208973,0.616,0.54,0.785,0.0,1,0.0816,-4.557,0,0.231,100.07,4,0.526,25923.89
14614,Ni Un Centavo,256441,0.0516,0.8420000000000001,0.638,1.18e-06,5,0.139,-6.03,1,0.0378,116.973,4,0.889,22010.85
14615,Ay hombre,302960,0.135,0.931,0.662,0.000685,8,0.0699,-2.863,1,0.0386,130.034,4,0.963,21032.59
14616,Piel Canela,137560,0.838,0.7959999999999999,0.4429999999999999,0.0,4,0.156,-11.033,0,0.0365,118.588,4,0.8170000000000001,24945.63
14617,Sabor a Mí,168400,0.809,0.6509999999999999,0.376,1.72e-06,8,0.13,-11.32,1,0.0435,97.011,4,0.593,29347.8
14618,Como La Flor,184733,0.179,0.632,0.738,6.11e-06,10,0.375,-7.707999999999999,1,0.0405,91.167,4,0.883,32282.579999999998
14619,Ansiedad,207960,0.8290000000000001,0.789,0.417,0.0,7,0.163,-11.078,1,0.0405,127.709,3,0.8340000000000001,20543.46
14620,Como La Flor,184733,0.179,0.632,0.738,6.11e-06,10,0.375,-7.707999999999999,1,0.0405,91.167,4,0.883,32282.579999999998
14621,Still Not a Player (feat. Joe) - Radio Version,236800,0.203,0.9,0.619,0.00156,4,0.0647,-6.518,0,0.312,94.121,4,0.8640000000000001,34239.1
14622,Mi Gente,189440,0.0179,0.774,0.687,1.17e-05,11,0.128,-4.8180000000000005,0,0.0584,104.959,4,0.308,37663.01
14623,I Like It,253390,0.099,0.816,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65,46467.35
14624,Gasolina,192600,0.332,0.857,0.8009999999999999,1.2e-06,0,0.0789,-6.499,1,0.0618,96.009,4,0.753,37663.01
14625,Girlfriend (feat. Ty Dolla $ign & Quavo) - Remix,275597,0.192,0.856,0.659,0.0,2,0.0894,-5.16,1,0.129,159.97299999999998,4,0.371,24945.63
14626,La Bamba,126960,0.787,0.516,0.809,0.000331,0,0.303,-6.419,1,0.0545,75.09899999999999,4,0.939,32282.579999999998
14627,Maria Maria - Radio Mix,261973,0.0406,0.777,0.601,0.00201,2,0.0348,-5.931,1,0.126,97.911,4,0.68,34239.1
14628,Suga Suga,239026,0.657,0.701,0.75,3.13e-06,5,0.0845,-3.1910000000000003,0,0.2739999999999999,82.531,4,0.515,35706.49
14629,Bidi Bidi Bom Bom,187560,0.102,0.569,0.721,3.3799999999999995e-05,10,0.204,-5.888999999999999,1,0.0375,180.06,4,0.927,31304.32
14630,Obsesion,254720,0.419,0.8029999999999999,0.56,0.0,1,0.0608,-6.912000000000001,0,0.0398,133.679,4,0.77,36195.62
14631,Figures,240906,0.815,0.608,0.151,2.76e-06,7,0.0919,-8.908,1,0.0471,171.81099999999998,3,0.239,35217.36
14632,Tu Amor,286240,0.782,0.703,0.374,0.0,9,0.114,-10.723,1,0.0957,65.072,4,0.608,15652.16
14633,Fiesta - Remix,241400,0.0103,0.92,0.487,0.0,10,0.0411,-5.577999999999999,0,0.182,92.836,4,0.8059999999999999,27391.28
14634,"Piñata (feat. BIA, Kap G & Justin Quiles)",198200,0.25,0.795,0.679,3.5000000000000004e-06,11,0.221,-5.6160000000000005,0,0.0725,100.021,4,0.687,25923.89
14635,Si Una Vez - (If I Once)[Spanglish Version],237860,0.0762,0.62,0.823,3.13e-05,5,0.1119999999999999,-2.436,1,0.0567,175.921,4,0.4039999999999999,26413.02
14636,Day 'N' Nite (nightmare),221266,0.503,0.878,0.446,6.32e-06,11,0.1169999999999999,-6.362,0,0.0635,138.035,4,0.805,35706.49
14637,To Live And Die In L.A.,273426,0.24,0.578,0.8190000000000001,0.0,9,0.774,-7.636,0,0.312,173.84,4,0.755,25923.89
14638,Sky Walker,259333,0.173,0.674,0.506,0.0,6,0.0866,-10.532,1,0.0434,145.965,4,0.183,38641.27
14639,Safari,205600,0.531,0.6890000000000001,0.675,3.17e-06,0,0.115,-4.281000000000001,1,0.32,180.065,4,0.604,36684.75
14640,X - Remix,235746,0.0561,0.6629999999999999,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738,43532.57
14641,Cumpleaños,219000,0.0889,0.664,0.748,0.0,5,0.0899,-3.718,0,0.0628,170.107,4,0.735,33749.97
14642,La Perla,416133,0.6940000000000001,0.73,0.68,0.0,7,0.208,-7.779,0,0.317,90.121,4,0.967,23967.37
14643,El Amante,219506,0.243,0.6829999999999999,0.691,0.0,8,0.14,-5.535,1,0.0432,179.91,4,0.732,37173.88
14644,Valió la Pena - Salsa Version,289466,0.332,0.521,0.7040000000000001,7.1e-06,9,0.0665,-5.772,0,0.0513,98.364,4,0.846,29347.8
14645,Cosa Nuestra de Barrio,232318,0.00714,0.823,0.8140000000000001,0.0,10,0.0681,-6.568,0,0.0993,104.063,4,0.906,19076.07
14646,El Perdón,205906,0.446,0.628,0.69,0.0,8,0.1119999999999999,-5.827999999999999,1,0.0511,179.91099999999997,4,0.662,38152.14
14647,Hasta Que Te Conoci,292146,0.5710000000000001,0.529,0.644,1.22e-06,2,0.121,-8.932,0,0.0557,178.77599999999998,4,0.6679999999999999,25434.76
14648,Borinquen,139893,0.48,0.435,0.5429999999999999,0.00151,0,0.173,-8.259,1,0.0354,110.338,4,0.7929999999999999,16630.42
14649,Manana Boricua,189066,0.6409999999999999,0.605,0.69,0.0,2,0.162,-7.602,0,0.047,105.315,4,0.927,15652.16
14650,Soy Puerto Rico,517408,0.557,0.807,0.93,1.82e-05,2,0.107,-2.039,1,0.0729,96.984,4,0.727,16141.289999999999
14651,RePResentando,155318,0.608,0.655,0.8170000000000001,0.0,1,0.0463,-4.553999999999999,0,0.422,87.64299999999999,4,0.917,19076.07
14652,Quítate Tú,331320,0.564,0.7490000000000001,0.679,0.00103,10,0.88,-5.29,1,0.0434,122.215,4,0.935,22010.85
14653,Amores Como el Nuestro,301573,0.5489999999999999,0.679,0.62,0.0189,0,0.0774,-10.943,1,0.0469,179.505,4,0.619,30326.06
14654,All The Way Up (Remix),284830,0.0969999999999999,0.564,0.7170000000000001,0.0,10,0.493,-6.403,0,0.397,117.489,5,0.423,33260.84
14655,100% (feat. Tony Sunshine),230146,0.0572,0.78,0.772,0.0,7,0.0819999999999999,-3.222,0,0.262,99.606,4,0.706,18586.94
14656,Loiza,190173,0.325,0.8809999999999999,0.924,0.00266,6,0.0629,-3.277,1,0.201,98.894,4,0.929,17608.68
14657,El Watusi,158893,0.8640000000000001,0.507,0.5660000000000001,4.55e-06,2,0.0676,-9.446,1,0.111,86.036,4,0.706,23967.37
14658,Me Liberé,263920,0.395,0.754,0.875,0.0,7,0.0905,-1.94,0,0.0407,97.522,4,0.967,28858.67
14659,Almost Like Praying (feat. Artists for Puerto Rico),200457,0.0198,0.471,0.7909999999999999,0.0,5,0.2319999999999999,-3.373,0,0.238,188.36,4,0.507,25923.89
14660,El Todopoderoso,260053,0.204,0.57,0.74,1.62e-05,9,0.07,-7.61,0,0.0552,110.302,4,0.605,21521.72
14661,Pam Pam,227280,0.119,0.879,0.6890000000000001,0.0,10,0.249,-6.43,1,0.108,95.034,4,0.736,33749.97
14662,Dile,204600,0.166,0.831,0.716,2.3e-05,9,0.0545,-7.42,1,0.119,94.027,4,0.655,23967.37
14663,Quiero Bailar,183053,0.283,0.815,0.826,0.0,5,0.256,-5.2170000000000005,1,0.155,95.031,4,0.737,25434.76
14664,Chulin Culin Chunfly (feat. Residente Calle 13),275360,0.1689999999999999,0.7929999999999999,0.823,0.00104,7,0.0986,-6.39,1,0.0681,91.997,4,0.616,26413.02
14665,En La Cama (feat. Daddy Yankee),157049,0.157,0.856,0.894,0.0,10,0.1119999999999999,-4.994,0,0.1159999999999999,104.042,4,0.916,24945.63
14666,Tearz,151926,0.284,0.7490000000000001,0.3829999999999999,0.296,8,0.2789999999999999,-8.466000000000001,1,0.031,97.243,4,0.45,22010.85
14667,Massage Situation,167173,0.0108,0.603,0.606,0.00157,3,0.108,-5.06,0,0.0688,93.06,4,0.4029999999999999,28369.54
14668,All I Ever Wonder,209440,0.0208,0.563,0.603,4.38e-05,7,0.1689999999999999,-8.06,0,0.0299,94.582,4,0.365,16630.42
14669,Dominoes,302218,0.149,0.727,0.693,0.00191,0,0.156,-6.007999999999999,1,0.0241,100.978,4,0.6709999999999999,28858.67
14670,Real Love,232106,0.539,0.422,0.425,0.0,4,0.166,-5.666,0,0.0348,151.929,3,0.417,978.26
14671,Animal Spirits,190801,0.156,0.7509999999999999,0.713,9.59e-05,1,0.0508,-7.332999999999999,1,0.0544,100.856,4,0.906,28858.67
14672,Hope You Understand,229466,0.0994,0.591,0.797,0.0,7,0.0797,-3.544,0,0.109,89.96799999999999,4,0.768,20543.46
14673,Rise Up,253342,0.805,0.3979999999999999,0.316,0.0,1,0.295,-7.031000000000001,1,0.0368,118.582,4,0.174,37173.88
14674,Back In Brazil,200902,0.225,0.6659999999999999,0.7859999999999999,0.000218,10,0.0988,-8.573,1,0.0896,178.03799999999998,4,0.4589999999999999,33260.84
14675,Do It Again - 45 Mix,234805,0.233,0.563,0.654,0.000179,11,0.108,-6.0520000000000005,0,0.0357,96.044,4,0.736,16630.42
14676,You,218501,0.36,0.843,0.431,3.77e-05,1,0.297,-9.486,0,0.0692,97.993,4,0.389,1956.52
14677,Uptown Funk,270626,0.00966,0.853,0.6809999999999999,5.7100000000000006e-05,0,0.0233,-5.003,1,0.0888,115.004,4,0.93,16630.42
14678,Smooth Sailin',183333,0.413,0.6409999999999999,0.721,7.15e-06,11,0.246,-6.787999999999999,0,0.0451,67.055,4,0.753,30815.19
14679,Skyfall,286481,0.417,0.346,0.552,0.0,0,0.114,-6.864,0,0.0282,75.881,4,0.0789,33260.84
14680,Nina Cried Power - edit (featuring Mavis Staples),225213,0.00949,0.29,0.889,0.0,1,0.0821,-2.611,1,0.159,98.835,4,0.6509999999999999,34239.1
14681,What You Don't Do,220586,0.451,0.6559999999999999,0.731,2.26e-06,2,0.0811,-5.315,1,0.0876,144.005,3,0.649,16141.289999999999
14682,Make Some Room,274282,0.0288,0.7340000000000001,0.606,4.33e-06,10,0.128,-5.374,0,0.0497,91.854,4,0.818,489.13
14683,Bad Self Portraits,204786,0.449,0.56,0.593,2.68e-06,8,0.124,-5.415,0,0.0418,168.037,4,0.693,978.26
14684,Forever Mine,199079,0.0285,0.564,0.807,0.0011099999999999,5,0.192,-4.561,1,0.0279999999999999,67.003,4,0.49,26902.15
14685,Wake Up,231026,0.00625,0.5720000000000001,0.8109999999999999,0.00419,3,0.161,-4.156000000000001,1,0.0316,131.947,4,0.932,0.0
14686,Closure,196746,0.41,0.775,0.632,0.0,1,0.107,-7.547999999999999,0,0.372,97.584,4,0.659,14673.9
14687,Ex's & Oh's,201853,0.0208,0.627,0.8959999999999999,0.0,7,0.0486,-3.936,1,0.0817,139.995,4,0.461,25923.89
14688,Back To Black,240440,0.155,0.5,0.74,5.64e-06,10,0.0858,-3.317,1,0.0398,123.45,4,0.332,19565.2
14689,Pull Away,180053,0.451,0.639,0.4679999999999999,0.0102,5,0.12,-8.329,1,0.0231,97.53,3,0.42,22989.11
14690,Freedom,231191,0.0224,0.6970000000000001,0.879,0.0,2,0.089,-3.279,0,0.0653,114.985,4,0.848,489.13
14691,Don’t Wanna Try,224600,0.0628,0.595,0.764,0.0,5,0.177,-5.78,0,0.045,186.91,4,0.877,0.0
14692,Baby I'm Yours,152613,0.215,0.462,0.595,0.0,2,0.184,-9.363,1,0.0347,113.719,4,0.64,1956.52
14693,North Side Gal,151493,0.523,0.687,0.64,1.32e-06,2,0.327,-7.798999999999999,1,0.0515,84.965,4,0.97,22010.85
14694,Rumble,193546,0.0331,0.615,0.597,1.33e-06,5,0.0853,-6.3420000000000005,1,0.03,77.032,4,0.825,10760.86
14695,Call Me,171266,0.0625,0.573,0.7859999999999999,0.211,7,0.1169999999999999,-4.354,1,0.0353,110.289,4,0.61,2934.7799999999997
14696,Sleep,146493,0.00534,0.628,0.551,0.0,2,0.0567,-7.512,1,0.249,203.778,4,0.484,16630.42
14697,Fuck You,222933,0.129,0.69,0.8340000000000001,0.0,0,0.136,-5.79,1,0.0566,127.43,4,0.738,32771.71
14698,This Is A Game,171953,0.636,0.687,0.825,0.0040799999999999,5,0.144,-7.496,1,0.0515,164.232,4,0.97,0.0
14699,Hacienda Motel,229510,0.0994,0.575,0.754,0.0008359999999999,11,0.0726,-5.997999999999999,1,0.0244,93.459,4,0.698,21032.59
14700,How Long Do I Have To Wait For You?,243760,0.473,0.675,0.909,0.0124,10,0.095,-3.402,0,0.0469,103.961,4,0.969,30815.19
14701,The Walker,233133,0.00375,0.77,0.8009999999999999,0.00281,9,0.0515,-4.182,0,0.0336,130.76,4,0.725,29836.93
14702,All About That Bass,188754,0.0476,0.8109999999999999,0.879,1.91e-06,9,0.109,-3.724,1,0.0514,134.064,4,0.962,33749.97
14703,"Lady, You Shot Me",180973,0.0151,0.407,0.8059999999999999,0.0213,11,0.257,-5.407,1,0.0433,110.853,4,0.469,0.0
14704,On My Mind,213733,0.0103,0.632,0.586,2.07e-05,1,0.0624,-2.7960000000000003,1,0.0443,109.593,3,0.509,16141.289999999999
14705,You Go Down Smooth,209399,0.0642,0.31,0.794,2.35e-05,4,0.178,-4.87,1,0.0831,189.18400000000003,4,0.284,4402.17
14706,Your Love,190626,0.0036799999999999,0.6609999999999999,0.8740000000000001,0.0305,5,0.144,-3.893,0,0.0433,160.02700000000002,4,0.897,0.0
14707,Baby,287426,0.435,0.622,0.253,0.471,2,0.0941,-14.36,1,0.0331,92.584,4,0.336,30815.19
14708,Magnolia,199984,0.369,0.6859999999999999,0.4639999999999999,0.0888,0,0.111,-9.78,1,0.0281,144.54399999999998,4,0.635,0.0
14709,Her Favorite Song,209293,0.0287,0.604,0.916,4.99e-06,10,0.452,-5.085,0,0.222,87.15,4,0.519,18586.94
14710,Multiply,266680,0.148,0.8320000000000001,0.593,0.0,5,0.276,-6.013999999999999,0,0.0916,111.075,4,0.7290000000000001,27391.28
14711,Turn It Around,208280,0.0043799999999999,0.528,0.908,0.000524,2,0.335,-5.609,0,0.0608,121.491,4,0.477,489.13
14712,Summertime Sadness,265427,0.0542,0.565,0.654,1.8e-06,1,0.122,-6.8260000000000005,0,0.0335,111.968,4,0.235,31304.32
14713,Jungle,189320,0.00104,0.379,0.76,0.000515,2,0.3829999999999999,-4.319,1,0.0848,78.044,4,0.231,20543.46
14714,Shock To The System,183935,0.00065,0.6629999999999999,0.907,0.0,5,0.13,-3.004,0,0.0322,126.051,4,0.914,10271.73
14715,"100 Days, 100 Nights",223213,0.529,0.445,0.57,0.0,9,0.373,-5.96,0,0.0321,109.246,4,0.674,978.26
14716,Iuka,282146,0.00864,0.52,0.6920000000000001,0.00301,7,0.105,-7.338999999999999,1,0.0304,112.683,4,0.2789999999999999,978.26
14717,Just Ain't Gonna Work Out,150933,0.212,0.782,0.544,0.106,4,0.179,-5.448,1,0.0306,90.562,4,0.753,26413.02
